CD_PT_SING_INF__CODE;LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;NOM_USAGE;LIBELLE;COMMENTAIRE
RAU;A36;1;109701;53 05;;
ACCSER;A5;1;133479;;;
ACCSER;A31;2;82582;;;
RAU;A71;1;262289;22 11;;
RAU;A40;1;156410;4420;;
RAU;A432;2;13795;52;;
RAU;A71;2;238197;21 30;;
RAU;A36;2;58490;52 10;;
RAU;A36;2;56442;52 08;;
RAU;A39;1;15100;1-15+1-E;;
RAU;A39;1;16269;1-16+3-E;;
RAU;A39;1;111204;57 61;;
RAU;A5;2;83443;15 06;;
RAU;A6;2;272970;32 42;;
ACCSER;A39;2;120526;;;
ACCSER;A714;1;4660;;;
ACCSER;A5;2;7560;;;
RAU;A391;2;3380;57 84;;
RAU;A77;2;90480;18054;;
RAU;A6;1;289375;33 01;;
RAU;A31;2;172190;;;
ACCSER;A71;2;339722;;;
RAU;A36;1;15720;51 15;;
ACCSER;A26;1;382022;;;
RAU;A5;1;10710;15 85;;
RAU;A5;1;28140;15 67;;
RAU;A5;1;33830;15 61;;
ACCSER;A39;2;34220;;;
RAU;A71;1;232292;21 23;;
RAU;A6;2;368740;41 16;;
RAU;A40;2;160270;4423;;
RAU;A40;1;117210;146;;
RAU;A31;1;174200;;;
RAU;A719;2;5003;2446;;
RAU;A31;1;52645;1-52+6;;
ACCSER;A6;2;74000;;;
RAU;A39;2;34308;54 76;;
RAU;A6;2;94650;12 14;;
RAU;A5;2;25920;15 70;;
RAU;A6;1;236510;32 03;;
RAU;A6;1;146326;14 23;;
RAU;A6;1;240300;32 07;;
RAU;A5;2;191840;;;
RAU;A6;2;304537;33 28;;
RAU;A77;2;87090;18050;;
RAU;A6;2;251680;32 20;;
ACCSER;A6;2;144750;;;
ACCSER;A5;2;181203;;;
RAU;A71;1;310262;23 15;;
RAU;A6;1;194960;31 13;;
RAU;A6;1;246015;32 13;;
ACCSER;A36;2;99210;;;
RAU;A39;1;91505;57 39;;
ACCSER;A39;1;92110;;;
RAU;A77;1;23072;17 23;;
RAU;A71;2;385616;24 36;;
RAU;A71;2;387516;24 38;;
RAU;A6;2;163080;14 48;;
RAU;A6;1;198915;31 17;;
ACCSER;A6;1;288744;;;
RAU;A40;1;134750;108B;;
RAU;A71;1;318049;23 23;;
RAU;A404;1;11044;194;;
RAU;A6;1;132133;14 03;;
RAU;A39;2;8660;2-8+8-E;;
ACCSER;A31;1;187579;;;
RAU;A31;2;115440;;;
ACCSER;A77;1;54072;;;
ACCSER;A77;1;67443;;;
RAU;A404;1;16371;196;;
RAU;A719;1;6798;2449;;
RAU;A40;1;132410;110;;
RAU;A40;2;142100;203;;
RAU;A40;2;120825;226;;
RAU;A40;2;117830;243;;
RAU;A40;1;135890;107B;;
RAU;A40;2;132470;210;;
RAU;A39;1;47298;54 93;;
RAU;A6;1;276980;32 45;;
RAU;A6;1;320117;34 17;;
RAU;A404;2;2864;289;;
RAU;A71;2;250324;21 42;;
ACCSER;A71;1;212687;;;
RAU;A6;2;111900;12 32;;
RAU;A6;2;85700;11 58;;
ACCSER;A6;1;101530;;;
RAU;A6;1;102700;12 21;;
ACCSER;A6;2;293960;;;
RAU;A6;2;341700;34 50;;
ACCSER;A5;2;82470;;;
RAU;A31;2;195550;;;
ACCSER;A26;2;372026;;;
RAU;A36;1;202690;33 57;;
ACCSER;A31;2;112578;;;
RAU;A42;1;50550;B;;
ACCSER;A71;1;279827;;;
RAU;A40;2;105100;276;;
RAU;A40;2;108480;263;;
ACCSER;A5;2;39610;;;
ACCSER;A39;1;95578;;;
RAU;A39;2;123101;44 104;;
RAU;A40;1;150770;4414;;
RAU;A39;1;46698;54 91;;
ACCSER;A5;2;62730;;;
ACCSER;A5;2;65670;;;
RAU;A19;2;19289;12.7;;
RAU;A6;1;417260;42 15;;
RAU;A71;2;369490;24 20;;
RAU;A719;1;6055;2447;;
RAU;A6;2;175226;14 64;;
ACCSER;A26;1;387762;;;
RAU;A39;2;51288;54 98;;
RAU;A39;1;118961;57 69;;
RAU;A5;2;90133;;;
RAU;A31;2;92370;;;
RAU;A31;1;217690;;;
RAU;A31;1;211490;;;
RAU;A31;2;169870;;;
RAU;A40;1;191860;4464;;
RAU;A71;2;321664;23 28;;
ACCSER;A40;2;189300;;;
ACCSER;A6;1;297150;;;
RAU;A5;2;48900;15 46;;
RAU;A5;2;61620;15 32;;
RAU;A6;1;339860;34 47;;
RAU;A36;1;216700;;;
ACCSER;A46;2;25110;;;
RAU;A6;2;370650;41 18;;
ACCSER;A6;2;423730;;;
ACCSER;A6;2;404600;;;
RAU;A36;2;59620;52 12;;
RAU;A391;1;3380;57 83;;
RAU;A77;1;2440;11 63;;
ACCSER;A40;1;122515;;;
RAU;A6;2;409200;42 08;;
RAU;A6;2;345910;34 54;;
ACCSER;A71;2;249949;;;
RAU;A6;2;323000;34 24;;
RAU;A6;2;323800;34 26;;
ACCSER;A6;2;138220;;;
RAU;A6;1;293873;33 11;;
RAU;A6;1;334350;34 41;;
RAU;A6;1;253620;32 21;;
RAU;A6;2;153491;14 34;;
ACCSER;A31;2;86555;;;
RAU;A31;2;190180;;;
RAU;A31;2;129960;;;
RAU;A39;1;86395;57 33;;
RAU;A39;1;70908;57 17;;
ACCSER;A77;1;44010;;;
ACCSER;A77;1;49280;;;
RAU;A71;1;226347;21 17;;
ACCSER;A71;2;367153;;;
RAU;A42;2;34190;43 32;;
RAU;A5;1;183600;;;
ACCSER;A36;1;134870;;;
RAU;A36;1;98528;52 65;;
RAU;A5;1;2205;15 95;;
ACCSER;A5;1;155714;;;
RAU;A5;1;4680;15 91;;
RAU;A5A;2;330;TAO.0R;;
ACCSER;A71;2;383850;;;
RAU;A6;1;429900;42 25;;
ACCSER;A6;1;218940;;;
ACCSER;A40;1;188330;;;
RAU;A36;1;79820;52 41;;
RAU;A71;2;290748;22 40;;
RAU;A77;1;58530;18017;;
ACCSER;A31;2;142757;;;
RAU;A31;2;78310;2-78+4;;
RAU;A31;2;144100;;;
RAU;A6;1;370650;41 17;;
ACCSER;A19;1;18480;;;
ACCSER;A40;1;112308;;;
RAU;A19;2;25133;12.76;;
RAU;A6;2;421240;42 20;;
RAU;A71;1;268464;22 17;;
RAU;A40;2;137270;207;;
ACCSER;A5;1;7620;;;
RAU;A39;2;38118;54 80;;
RAU;A39;1;80425;57 27;;
RAU;A6;1;56619;11 25;;
ACCSER;A6;1;208100;;;
RAU;A77;2;75960;18038;;
RAU;A5A;1;6240;TAO.6A;;
RAU;A5A;2;6240;TAO.6R;;
RAU;A6;1;380760;41 29;;
ACCSER;A6;1;250800;;;
ACCSER;A6;2;341490;;;
RAU;A5;2;159290;;;
ACCSER;A71;1;271484;;;
RAU;A71;1;220332;21 11;;
RAU;A5;1;153862;;;
RAU;A5;2;30120;15 66;;
RAU;A6;1;437515;42 41;;
RAU;A71;2;365430;24 16;;
ACCSER;A36;1;157130;;;
ACCSER;A6;2;311320;;;
RAU;A31;1;194380;;;
RAU;A71;2;234267;21 26;;
ACCSER;A71;2;273700;;;
ACCSER;A71;2;279827;;;
ACCSER;A6;1;287045;;;
RAU;A31;2;5650;33 86;;
RAU;A71;1;272584;22 21;;
RAU;A6;1;399110;41 47;;
RAU;A5;1;219240;;;
RAU;A71;2;300319;23 06;;
RAU;A36;2;92412;52 56;;
RAU;A36;1;150165;54 01;;
ACCSER;A40;2;136500;;;
RAU;A19;1;30150;12.81;;
ACCSER;A6;1;167150;;;
RAU;A5;1;63450;15 29;;
RAU;A40;1;203880;4476;;
RAU;A6;1;203220;31 21;;
RAU;A36;2;206740;33 62;;
RAU;A77;2;10080;17 06;;
ACCSER;A6;1;400230;;;
ACCSER;A36;1;111550;;;
RAU;A36;2;178038;54 34;;
RAU;A5;2;153862;;;
RAU;A36;1;115990;53 11;;
RAU;A77;2;88525;18052;;
RAU;A5;2;133782;;;
RAU;A31;1;115440;;;
RAU;A719;2;3997;2444;;
RAU;A39;1;18250;1-18+3-E;;
RAU;A71;1;341359;23 47;;
RAU;A6;1;44350;11 11;;
RAU;A31;2;19100;2-19+4;;
ACCSER;A31;1;203843;;;
RAU;A71;1;244189;21 35;;
RAU;A6;2;172782;14 60;;
RAU;A6;2;240300;32 08;;
RAU;A36;2;40738;51 44;;
RAU;A31;1;92370;;;
RAU;A6;1;156200;14 37;;
RAU;A26;1;374162;;;
RAU;A6;2;383000;41 32;;
RAU;A19;1;9300;12.57;;
RAU;A42;2;8700;43 28;;
RAU;A46;2;4110;42 64;;
RAU;A46;2;5140;42 66;;
RAU;A46;2;7125;42 68;;
RAU;A6;1;341700;34 49;;
RAU;A26;2;392962;;;
RAU;A6;1;353670;34 61;;
RAU;A77;2;36358;17 38;;
RAU;A5;1;61620;15 31;;
RAU;A6;2;355350;41 02;;
ACCSER;A6;2;320320;;;
ACCSER;A6;2;167150;;;
RAU;A77;2;21393;17 20;;
RAU;A77;2;23067;17 22;;
RAU;A6;1;48980;11 17;;
RAU;A71;2;318049;23 24;;
RAU;A40;2;197360;4469;;
RAU;A719;1;8687;2451;;
RAU;A31;2;46675;2-46+8;;
RAU;A404;2;8114;292;;
RAU;A31;2;56700;2-56+8;;
ACCSER;A31;1;25429;;;
RAU;A36;2;204700;33 60;;
RAU;A6;2;307345;33 36;;
ACCSER;A71;1;359570;;;
RAU;A404;1;18171;197;;
RAU;A40;1;158270;4422;;
ACCSER;A71;1;305310;;;
RAU;A31;1;28410;1-28+4;;
RAU;A6;2;321887;34 22;;
RAU;A71;1;367450;24 17;;
RAU;A6;2;436615;42 38;;
RAU;A40;2;118030;242;;
RAU;A40;2;118240;241;;
RAU;A40;2;118435;240;;
RAU;A406;1;4200;1-04+2;;
RAU;A31;2;15423;2-15+5;;
RAU;A36;1;2700;51 03;;
ACCSER;A36;1;148930;;;
RAU;A36;1;24961;51 23;;
RAU;A36;1;137511;53 33;;
ACCSER;A31;1;195130;;;
ACCSER;A31;2;195205;;;
RAU;A6;2;166844;14 52;;
RAU;A6;2;143200;14 20;;
RAU;A6;2;135132;14 08;;
ACCSER;A6;2;61400;;;
ACCSER;A77;1;3140;;;
RAU;A36;1;143842;53 39;;
RAU;A31;1;142170;;;
RAU;A719;2;6055;2448;;
ACCSER;A40;1;204850;;;
ACCSER;A71;2;212817;;;
RAU;A36;1;33630;51 33;;
RAU;A5;2;182618;;;
RAU;A31;1;21253;1-21+3;;
RAU;A6;2;220315;31 42;;
RAU;A6;1;51790;11 19;;
RAU;A6;1;104650;12 23;;
RAU;A31;2;23415;2-23+5;;
RAU;A31;1;40400;1-40+4;;
RAU;A31;1;190180;;;
RAU;A6;1;401200;41 49;;
RAU;A6;1;408584;42 05;;
RAU;A6;1;161020;14 45;;
RAU;A6;1;170036;14 55;;
RAU;A6;1;292120;33 07;;
RAU;A6;1;292690;33 09;;
ACCSER;A6;1;294400;;;
RAU;A39;2;2000;2-2+1-E;;
RAU;A77;2;81630;18044;;
ACCSER;A5;1;159060;;;
RAU;A77;1;51000;18009;;
RAU;A77;1;52890;18011;;
RAU;A71;1;210282;21 01;;
RAU;A5;2;77800;15 12;;
RAU;A71;2;212282;21 04;;
RAU;A71;2;327259;23 34;;
ACCSER;A36;2;20740;;;
ACCSER;A31;2;179434;;;
ACCSER;A31;1;220525;;;
RAU;A31;1;135800;;;
RAU;A31;1;139950;;;
ACCSER;A6;1;386480;;;
ACCSER;A6;2;106000;;;
RAU;A6;1;171224;14 57;;
RAU;A6;2;54529;11 24;;
RAU;A6;2;53100;11 22;;
RAU;A36;1;50428;52 01;;
RAU;A6;2;204935;31 24;;
ACCSER;A6;1;255400;;;
ACCSER;A40;1;155380;;;
RAU;A40;1;119660;132;;
RAU;A40;1;119860;131;;
RAU;A40;1;120080;130;;
RAU;A40;1;120275;129;;
RAU;A40;1;105115;176;;
RAU;A40;1;122590;117;;
RAU;A6;1;336128;34 43;;
RAU;A36;2;75684;52 38;;
RAU;A6;1;68500;11 39;;
RAU;A5;1;130198;;;
ACCSER;A5;1;130753;;;
RAU;A311;2;29070;;;
RAU;A71;1;353250;24 03;;
RAU;A71;1;369490;24 19;;
RAU;A71;2;236222;21 28;;
RAU;A6;2;87080;11 60;;
ACCSER;A31;1;89500;;;
ACCSER;A5;1;175634;;;
RAU;A40;2;186150;4455;;
ACCSER;A36;1;51190;;;
RAU;A6;1;405390;42 01;;
RAU;A6;2;432000;42 30;;
RAU;A5A;1;8280;TAO.8A;;
RAU;A39;2;76624;57 24;;
ACCSER;A39;2;95578;;;
ACCSER;A77;2;44045;;;
ACCSER;A31;1;5200;;;
ACCSER;A39;1;107160;;;
RAU;A36;2;208750;33 64;;
ACCSER;A71;2;332357;;;
RAU;A40;1;121150;125;;
RAU;A6;1;133197;14 05;;
ACCSER;A5;1;67900;;;
RAU;A42;2;47800;43 46;;
ACCSER;A6;1;351650;;;
RAU;A77;2;45105;18000;;
RAU;A36;1;164079;54 15;;
RAU;A77;1;19722;17 19;;
RAU;A31;2;3810;33 84;;
RAU;A6;2;168534;14 54;;
RAU;A6;2;265405;32 34;;
ACCSER;A6;1;189530;;;
RAU;A6;1;118850;12 39;;
ACCSER;A26;1;372028;;;
RAU;A36;2;5036;51 06;;
RAU;A77;1;7022;17 03;;
RAU;A311;1;30179;1-30+2-D;;
RAU;A719;2;6798;2450;;
RAU;A42;2;13000;43 10;;
RAU;A39;1;74704;57 21;;
RAU;A39;2;104025;57 54;;
RAU;A42;2;24400;43 22;;
RAU;A40;1;108540;163;;
RAU;A5;1;87060;15 01;;
ACCSER;A71;2;287700;;;
ACCSER;A71;1;256000;;;
RAU;A40;1;180540;4450;;
RAU;A6;1;278540;32 47;;
RAU;A6;1;379550;41 27;;
RAU;A6;1;257410;32 25;;
ACCSER;A46;1;13300;;;
RAU;A31;1;109600;;;
RAU;A31;1;121710;;;
RAU;A31;1;224020;;;
RAU;A31;1;204200;;;
ACCSER;A31;1;116600;;;
ACCSER;A6;1;264790;;;
ACCSER;A6;1;269135;;;
ACCSER;A6;1;286570;;;
RAU;A39;1;109574;57 59;;
ACCSER;A719;1;4500;;;
ACCSER;A31;1;87245;;;
ACCSER;A432;2;29210;;;
ACCSER;A6;1;402770;;;
RAU;A6;1;261200;32 29;;
RAU;A6;1;179017;14 69;;
RAU;A6;2;210905;31 30;;
RAU;A6;2;328180;34 36;;
ACCSER;A71;2;346667;;;
RAU;A77;2;74160;18036;;
RAU;A5;1;79603;15 09;;
ACCSER;A5;2;114315;;;
RAU;A40;1;139760;105;;
RAU;A40;1;140460;104;;
RAU;A31;1;30500;1-30+5;;
RAU;A6;1;283565;32 59;;
ACCSER;A40;2;103658;;;
RAU;A36;2;193354;54 50;;
RAU;A36;2;34648;51 36;;
RAU;A36;1;118007;53 13;;
RAU;A77;1;74160;18037;;
RAU;A31;2;96790;;;
RAU;A71;2;276527;22 26;;
RAU;A31;2;90120;;;
RAU;A31;1;34570;1-34+6;;
ACCSER;A39;1;101960;;;
RAU;A6;2;291080;33 06;;
RAU;A6;2;298365;33 22;;
ACCSER;A404;1;11400;AS47;;
RAU;A39;2;64908;57 12;;
ACCSER;A6;2;95660;;;
RAU;A6;2;96700;12 16;;
RAU;A40;1;120485;128;;
RAU;A40;1;120700;127;;
RAU;A6;2;424265;42 22;;
ACCSER;A36;2;109990;;;
RAU;A36;1;213080;33 67;;
RAU;A26;1;377372;;;
RAU;A5;1;223630;;;
ACCSER;A40;2;193930;;;
RAU;A31;1;127740;;;
RAU;A719;1;1937;2441;;
RAU;A36;1;126829;53 23;;
ACCSER;A6;1;201650;;;
RAU;A36;1;94592;52 57;;
RAU;A71;2;351317;24 02;;
RAU;A432;1;30630;69;;
RAU;A77;1;4620;11 65;;
RAU;A42;2;40100;43 38;;
RAU;A311;2;30179;2-30+2-D;;
RAU;A5;1;205370;;;
RAU;A39;2;86395;57 34;;
RAU;A39;1;117011;57 67;;
RAU;A71;2;304249;23 10;;
RAU;A31;2;76480;2-76+6;;
RAU;A31;2;54623;2-54+7;;
RAU;A39;2;128591;44 110;;
RAU;A39;2;80425;57 28;;
ACCSER;A6;2;166900;;;
RAU;A432;1;16155;53;;
ACCSER;A36;2;90690;;;
RAU;A71;1;288514;22 37;;
RAU;A39;2;139361;44 122;;
RAU;A406;2;4200;2-04+3;;
RAU;A6;1;349925;34 57;;
RAU;A6;1;322830;34 23;;
RAU;A36;2;79820;52 42;;
RAU;A6;2;361420;41 08;;
RAU;A6;1;405400;41 53;;
RAU;A77;2;41458;17 44;;
ACCSER;A5;1;105294;;;
RAU;A40;1;104655;180;;
RAU;A40;1;104480;182;;
ACCSER;A42;1;18690;;;
RAU;A5;2;23970;15 72;;
RAU;A406;2;300;2-00+4;;
ACCSER;A40;1;206530;;;
RAU;A710W;2;11700;24 40;;
RAU;A31;2;7446;33 88;;
RAU;A404;2;6644;291;;
RAU;A31;2;25218;2-25+3;;
RAU;A6;1;307345;33 35;;
RAU;A6;1;308324;33 37;;
RAU;A6;1;309333;33 39;;
RAU;A36;2;64583;52 22;;
RAU;A5;2;22200;15 74;;
RAU;A77;2;60300;18018;;
RAU;A5;1;128394;;;
RAU;A36;1;113998;53 09;;
RAU;A36;2;128654;53 26;;
ACCSER;A5;2;147070;;;
RAU;A19;2;3466;15 26;;
RAU;A40;1;107835;167;;
RAU;A40;2;121075;225;;
RAU;A40;1;124300;115;;
RAU;A40;2;107190;271;;
RAU;A40;2;162210;4425;;
RAU;A40;1;204630;4195;;
RAU;A5;2;172947;;;
ACCSER;A71;1;339692;;;
ACCSER;A71;1;367168;;;
ACCSER;A6;1;229160;;;
RAU;A40;1;173530;4440;;
ACCSER;A36;1;60650;;;
RAU;A36;2;88241;52 52;;
RAU;A5;1;133782;;;
RAU;A5;1;187800;;;
ACCSER;A77;1;55880;;;
ACCSER;A404;2;11400;AS46;;
RAU;A71;2;383730;24 34;;
RAU;A31;1;167960;;;
RAU;A77;1;99210;18063;;
RAU;A5;2;126195;;;
RAU;A40;1;121735;122;;
RAU;A40;1;121920;121;;
RAU;A31;2;27150;2-26+2;;
ACCSER;A36;1;216000;;;
RAU;A36;2;183456;54 40;;
ACCSER;A71;1;379100;;;
ACCSER;A71;1;215867;;;
RAU;A6;1;415474;42 13;;
RAU;A6;2;184580;31 06;;
RAU;A6;2;61620;11 32;;
RAU;A40;1;135090;108A;;
RAU;A6;2;440630;42 46;;
RAU;A31;2;158250;;;
RAU;A71;1;238197;21 29;;
RAU;A6;1;300317;33 23;;
ACCSER;A6;1;300466;;;
RAU;A40;2;128400;212;;
RAU;A36;1;193354;54 49;;
ACCSER;A39;1;80608;;;
ACCSER;A42;2;24700;;;
ACCSER;A71;1;251649;;;
RAU;A31;1;81083;1-81+1;;
RAU;A31;1;125620;;;
ACCSER;A71;1;265130;;;
ACCSER;A39;2;92110;;;
RAU;A5;1;31950;15 63;;
RAU;A5;2;115580;;;
RAU;A40;1;199920;4472;;
ACCSER;A39;1;109289;;;
RAU;A6;1;184110;31 05;;
RAU;A6;2;196825;31 16;;
RAU;A6;1;135150;14 07;;
RAU;A71;2;347284;23 54;;
RAU;A40;1;119450;133;;
RAU;A71;1;214292;21 05;;
ACCSER;A714;2;9211;;;
ACCSER;A714;1;9234;;;
RAU;A6;2;419360;42 18;;
ACCSER;A5;1;87364;;;
RAU;A71;2;333289;23 40;;
RAU;A36;1;54436;52 05;;
RAU;A31;1;5650;;;
ACCSER;A39;1;67698;;;
ACCSER;A31;2;68942;;;
RAU;A31;2;64510;2-64+6;;
RAU;A42;1;10600;43 07;;
ACCSER;A6;1;437590;;;
RAU;A6;1;298375;33 21;;
RAU;A77;1;47820;18005;;
RAU;A71;1;216312;21 07;;
RAU;A6;2;296720;33 18;;
RAU;A19;1;26900;12.77;;
RAU;A71;2;286829;22 36;;
RAU;A71;1;345394;23 51;;
RAU;A39;1;6699;1-6+7-E;;
ACCSER;A39;1;8420;;;
RAU;A39;1;104025;57 53;;
ACCSER;A39;1;42603;;;
RAU;A19;2;21060;12.72;;
ACCSER;A6;2;417570;;;
RAU;A36;1;139691;53 35;;
RAU;A5;1;480;15 97;;
ACCSER;A36;1;143100;;;
RAU;A36;1;38759;51 41;;
RAU;A6;1;279100;32 49;;
ACCSER;A39;1;39408;;;
RAU;A31;2;205190;;;
RAU;A77;2;11306;17 08;;
RAU;A5;1;65744;15 23;;
ACCSER;A31;2;155673;;;
RAU;A31;2;147900;;;
RAU;A5A;2;1230;TAO.1R;;
ACCSER;A39;2;107160;;;
RAU;A39;2;107575;57 58;;
ACCSER;A432;2;12782;;;
RAU;A39;2;15100;2-15+2-E;;
ACCSER;A42;1;24630;;;
RAU;A31;1;94830;;;
RAU;A71;2;343399;23 50;;
ACCSER;A5;1;63420;;;
ACCSER;A71;1;282557;;;
RAU;A71;1;361350;24 11;;
ACCSER;A40;2;112318;;;
RAU;A39;2;59028;57 06;;
RAU;A71;2;294499;22 44;;
RAU;A42;2;22900;43.2;;
RAU;A432;1;24650;63;;
RAU;A31;1;132015;;;
RAU;A31;1;196850;;;
RAU;A31;2;121710;;;
RAU;A31;1;156230;;;
ACCSER;A31;2;199494;;;
RAU;A40;1;186195;4456;;
ACCSER;A6;2;351650;;;
ACCSER;A6;1;106020;;;
ACCSER;A40;2;103600;;;
RAU;A42;2;41850;43 40;;
ACCSER;A39;2;86998;;;
RAU;A39;2;100025;57 50;;
ACCSER;A6;2;360930;;;
RAU;A36;1;172125;54 25;;
RAU;A36;2;105651;53 02;;
RAU;A39;2;20220;2-20+3-E;;
RAU;A5;1;135867;;;
ACCSER;A5;1;136652;;;
RAU;A40;1;115580;149;;
RAU;A40;1;107440;169;;
RAU;A77;1;40022;17 43;;
ACCSER;A31;2;216833;;;
ACCSER;A5;2;74550;;;
RAU;A5;1;172947;;;
RAU;A5;1;170876;;;
ACCSER;A40;2;167370;;;
ACCSER;A5;2;116928;;;
RAU;A5;2;117670;;;
RAU;A6;2;399080;41 48;;
RAU;A6;2;408620;42 06;;
ACCSER;A31;1;46873;;;
ACCSER;A31;1;47664;;;
ACCSER;A71;1;278400;;;
ACCSER;A77;1;65230;;;
RAU;A40;1;137248;107;;
ACCSER;A39;1;122326;;;
ACCSER;A5;2;194225;;;
ACCSER;A5;2;177965;;;
ACCSER;A5;1;104170;;;
RAU;A5;2;65744;15 24;;
RAU;A77;1;5717;17 01;;
ACCSER;A6;1;223380;;;
RAU;A5;1;97203;;;
RAU;A5;1;200300;;;
ACCSER;A77;2;96800;;;
RAU;A77;1;69090;18031;;
ACCSER;A6;1;87000;;;
RAU;A5;1;48900;15 45;;
RAU;A5;2;3340;15 94;;
RAU;A5;1;207740;;;
RAU;A36;1;7022;51 07;;
ACCSER;A31;1;68945;;;
RAU;A432;1;12250;1225;;
ACCSER;A432;1;12783;;;
ACCSER;A5;2;30860;;;
ACCSER;A31;2;70718;;;
RAU;A40;1;198630;Replonges maxicabine;;
ACCSER;A6;1;159100;;;
RAU;A5;1;88738;;;
RAU;A5;2;88738;;;
RAU;A5;2;45030;15 50;;
RAU;A36;2;150217;54 02;;
RAU;A404;2;4804;290;;
ACCSER;A36;2;171967;;;
ACCSER;A6;2;280120;;;
RAU;A6;2;284833;32 62;;
RAU;A5;1;221320;;;
RAU;A6;2;174412;14 62;;
RAU;A6;2;222635;31 46;;
RAU;A6;2;201095;31 20;;
RAU;A31;1;120340;;;
ACCSER;A31;2;172940;;;
PYTDF;A77;2;81000;Bonny sur Loire;Non renseigné;Non renseigné
PYTDF;A77;2;94800;Myennes;Non renseigné;Non renseigné
PYTDF;A36;2;200700;Bois Guillerot;Non renseigné;Non renseigné
PYTDF;A36;2;206750;Argilly;Non renseigné;Non renseigné
PYTDF;A36;1;212230;Ladoix 2;Non renseigné;Non renseigné
PYTDF;A36;1;215877;Ladoix 1;Non renseigné;Non renseigné
PYTDF;A36;2;176630;St Seine en Bâche;Non renseigné;Non renseigné
PYTDF;A39;2;5400;Crimolois;Non renseigné;Non renseigné
PYTDF;A39;1;13970;Labergement Foigney;Non renseigné;Non renseigné
PYTDF;A39;2;21500;Soirans;Non renseigné;Non renseigné
PYTDF;A39;2;24680;Pont Val de Saône;Non renseigné;Non renseigné
PYTDF;A39;2;40698;Choisey;Non renseigné;Non renseigné
PYTDF;A39;1;52968;Villers - Robert;Non renseigné;Non renseigné
PYTDF;A39;1;58398;Villers les Bois;Non renseigné;Non renseigné
PYTDF;A39;2;75125;Bois Gelot;Non renseigné;Non renseigné
PYTDF;A39;2;84035;Ruffey / Seille 1;Non renseigné;Non renseigné
PYTDF;A39;1;86975;Ruffey / Seille 2;Non renseigné;Non renseigné
PYTDF;A39;1;93500;Courlaoux;Non renseigné;Non renseigné
PYTDF;A39;1;99755;Savigny en Revermont;Non renseigné;Non renseigné
PYTDF;A39;1;106375;Le Miroir;Non renseigné;Non renseigné
PYTDF;A19;2;17800;Villeneuve la Dondagre;Non renseigné;Non renseigné
PYTDF;A19;2;8900;Nailly;Non renseigné;Hors DPAC
PYTDF;A26;2;374000;Charmont sur Barbuise;Non renseigné;Chemetov
PYTDF;A26;1;387600;Thennelières plateforme;Non renseigné;Non renseigné
RAU;A6;2;431200;42 28;;
PYTDF;A31;1;11600;Premeaux Prisey;Non renseigné;Non renseigné
RAU;A5;1;189960;;;
RAU;A71;1;300319;23 05;;
RAU;A71;1;349279;23 55;;
ACCSER;A40;1;196663;;;
ACCSER;A71;1;349780;;;
RAU;A31;1;147900;;;
ACCSER;A6;2;127550;;;
RAU;A6;2;128000;12 50;;
ACCSER;A6;2;114850;;;
ACCSER;A31;1;91352;;;
RAU;A6;2;434545;42 34;;
RAU;A6;1;291080;33 05;;
RAU;A40;2;150745;4413;;
RAU;A36;2;130621;53 28;;
ACCSER;A6;2;183690;;;
RAU;A5;2;140200;;;
RAU;A71;2;314164;23 20;;
RAU;A36;2;135046;53 32;;
RAU;A31;1;27150;1-26+1;;
ACCSER;A71;2;260689;;;
ACCSER;A6;2;304708;;;
RAU;A77;2;38338;17 40;;
RAU;A77;2;40016;17 42;;
RAU;A5;2;63450;15 30;;
RAU;A71;1;375610;24 25;;
RAU;A71;2;254364;22 04;;
RAU;A71;1;290748;22 39;;
RAU;A39;2;109574;57 60;;
RAU;A6;1;286500;32 65;;
RAU;A432;1;9800;980;;
RAU;A432;1;20785;59;;
RAU;A432;2;20785;60;;
RAU;A40;2;126380;213;;
ACCSER;A31;1;26656;;;
ACCSER;A71;1;317127;;;
RAU;A5;2;16200;15 80;;
ACCSER;A71;2;335732;;;
RAU;A40;2;121660;222;;
RAU;A36;2;73014;52 34;;
ACCSER;A71;1;343700;;;
RAU;A31;2;174200;;;
ACCSER;A71;1;332327;;;
RAU;A36;1;83920;52 47;;
ACCSER;A6;1;122750;;;
RAU;A432;2;16155;54;;
ACCSER;A71;1;295967;;;
RAU;A40;2;132060;210A;;
RAU;A31;1;227510;;;
RAU;A39;2;96695;57 46;;
RAU;A404;2;9474;293;;
RAU;A5;1;95578;;;
RAU;A6;2;411390;42 10;;
ACCSER;A71;2;291587;;;
RAU;A432;1;28800;67;;
RAU;A40;1;138710;106;;
ACCSER;A5;1;209476;;;
RAU;A71;2;379810;24 30;;
RAU;A6;2;133197;14 06;;
RAU;A5;2;164609;;;
RAU;A6;1;147717;14 25;;
ACCSER;A6;1;50320;;;
RAU;A6;1;345910;34 53;;
RAU;A6;1;168497;14 53;;
RAU;A6;1;88620;11 61;;
RAU;A6;1;242000;32 09;;
RAU;A6;1;312270;34 01;;
RAU;A36;2;167120;54 20;;
RAU;A36;1;210900;33 65;;
RAU;A6;2;443875;42 52;;
ACCSER;A36;2;24220;;;
RAU;A6;1;247945;32 15;;
RAU;A6;1;435545;42 37;;
RAU;A6;1;126300;12 47;;
