CD_VOIE_INF__VOIE;LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;NUM;NBRE;NUM_VNR;NBRE_VNR
VL;A40;1;149000;156019;2;3;3;5
VR;A40;1;149000;156019;3;3;4;5
BDG;A40;1;149000;156019;0;0;5;5
BAU;A40;1;156019;164800;0;0;1;5
EE;A40;1;156019;164800;1;3;2;5
VL;A40;1;156019;164800;2;3;3;5
VR;A40;1;156019;164800;3;3;4;5
BDG;A40;1;156019;164800;0;0;5;5
BAU;A40;1;164800;169395;0;0;1;5
EE;A40;1;164800;169395;1;3;2;5
VL;A40;1;164800;169395;2;3;3;5
VR;A40;1;164800;169395;3;3;4;5
BDG;A40;1;164800;169395;0;0;5;5
BAU;A40;1;169395;177739;0;0;1;4
VL;A40;1;169395;177739;1;2;2;4
VR;A40;1;169395;177739;2;2;3;4
BDG;A40;1;169395;177739;0;0;4;4
BAU;A40;1;177739;198749;0;0;1;4
VL;A40;1;177739;198749;1;2;2;4
VR;A40;1;177739;198749;2;2;3;4
BDG;A40;1;177739;198749;0;0;4;4
BAU;A40;1;198749;200470;0;0;1;4
VL;A40;1;198749;200470;1;2;2;4
VR;A40;1;198749;200470;2;2;3;4
BDG;A40;1;198749;200470;0;0;4;4
BAU;A40;1;200470;203971;0;0;1;4
VL;A40;1;200470;203971;1;2;2;4
VR;A40;1;200470;203971;2;2;3;4
BDG;A40;1;200470;203971;0;0;4;4
VL;A40;1;203971;204350;1;2;1;3
VR;A40;1;203971;204350;2;2;2;3
BDG;A40;1;203971;204350;0;0;3;3
BAU;A40;1;204350;207510;0;0;1;4
VL;A40;1;204350;207510;1;2;2;4
VR;A40;1;204350;207510;2;2;3;4
BDG;A40;1;204350;207510;0;0;4;4
BAU;A40;2;102850;104088;0;0;1;4
VL;A40;2;102850;104088;1;2;2;4
VR;A40;2;102850;104088;2;2;3;4
BDG;A40;2;102850;104088;0;0;4;4
VL;A40;2;104088;105028;1;2;1;3
VR;A40;2;104088;105028;2;2;2;3
BDG;A40;2;104088;105028;0;0;3;3
BAU;A40;2;105028;106088;0;0;1;4
VL;A40;2;105028;106088;1;2;2;4
VR;A40;2;105028;106088;2;2;3;4
BDG;A40;2;105028;106088;0;0;4;4
VL;A40;2;106088;106438;1;2;1;3
VR;A40;2;106088;106438;2;2;2;3
BDG;A40;2;106088;106438;0;0;3;3
BAU;A40;2;106438;107228;0;0;1;4
VL;A40;2;106438;107228;1;2;2;4
VR;A40;2;106438;107228;2;2;3;4
BDG;A40;2;106438;107228;0;0;4;4
VL;A40;2;107228;108489;1;2;1;3
VR;A40;2;107228;108489;2;2;2;3
BDG;A40;2;107228;108489;0;0;3;3
BAU;A40;2;108489;109138;0;0;1;4
VL;A40;2;108489;109138;1;2;2;4
VR;A40;2;108489;109138;2;2;3;4
BDG;A40;2;108489;109138;0;0;4;4
VL;A40;2;109138;109588;1;2;1;3
VR;A40;2;109138;109588;2;2;2;3
BDG;A40;2;109138;109588;0;0;3;3
BAU;A40;2;109588;110328;0;0;1;4
VL;A40;2;109588;110328;1;2;2;4
VR;A40;2;109588;110328;2;2;3;4
BDG;A40;2;109588;110328;0;0;4;4
VL;A40;2;110328;110538;1;2;1;3
VR;A40;2;110328;110538;2;2;2;3
BDG;A40;2;110328;110538;0;0;3;3
BAU;A40;2;110538;112338;0;0;1;4
VL;A40;2;110538;112338;1;2;2;4
VR;A40;2;110538;112338;2;2;3;4
BDG;A40;2;110538;112338;0;0;4;4
VL;A40;2;112338;112868;1;2;1;3
VR;A40;2;112338;112868;2;2;2;3
BDG;A40;2;112338;112868;0;0;3;3
BAU;A40;2;112868;113268;0;0;1;4
VL;A40;2;112868;113268;1;2;2;4
VR;A40;2;112868;113268;2;2;3;4
BDG;A40;2;112868;113268;0;0;4;4
VL;A40;2;113268;114538;1;2;1;3
VR;A40;2;113268;114538;2;2;2;3
BDG;A40;2;113268;114538;0;0;3;3
BAU;A40;2;114538;114948;0;0;1;4
VL;A40;2;114538;114948;1;2;2;4
VR;A40;2;114538;114948;2;2;3;4
BDG;A40;2;114538;114948;0;0;4;4
VL;A40;2;114948;115168;1;2;1;3
VR;A40;2;114948;115168;2;2;2;3
BDG;A40;2;114948;115168;0;0;3;3
BAU;A40;2;115168;116028;0;0;1;4
VL;A40;2;115168;116028;1;2;2;4
VR;A40;2;115168;116028;2;2;3;4
BDG;A40;2;115168;116028;0;0;4;4
BAU;A40;2;116028;117492;0;0;1;4
VL;A40;2;116028;117492;1;2;2;4
VR;A40;2;116028;117492;2;2;3;4
BDG;A40;2;116028;117492;0;0;4;4
VL;A40;2;117492;122647;1;2;1;3
VR;A40;2;117492;122647;2;2;2;3
BDG;A40;2;117492;122647;0;0;3;3
BAU;A40;2;122647;130675;0;0;1;4
VL;A40;2;122647;130675;1;2;2;4
VR;A40;2;122647;130675;2;2;3;4
BDG;A40;2;122647;130675;0;0;4;4
BAU;A40;2;130675;131200;0;0;1;5
VS;A40;2;130675;131200;1;3;2;5
VL;A40;2;130675;131200;2;3;3;5
VR;A40;2;130675;131200;3;3;4;5
BDG;A40;2;130675;131200;0;0;5;5
VS;A40;2;131200;137800;1;3;1;4
VL;A40;2;131200;137800;2;3;2;4
VR;A40;2;131200;137800;3;3;3;4
BDG;A40;2;131200;137800;0;0;4;4
BAU;A40;2;137800;137951;0;0;1;4
VL;A40;2;137800;137951;1;2;2;4
VR;A40;2;137800;137951;2;2;3;4
BDG;A40;2;137800;137951;0;0;4;4
VL;A40;2;137951;138519;1;2;1;3
VR;A40;2;137951;138519;2;2;2;3
BDG;A40;2;137951;138519;0;0;3;3
BAU;A40;2;138519;147030;0;0;1;4
VL;A40;2;138519;147030;1;2;2;4
VR;A40;2;138519;147030;2;2;3;4
BDG;A40;2;138519;147030;0;0;4;4
BAU;A40;2;147030;147169;0;0;1;5
EE;A40;2;147030;147169;1;3;2;5
VL;A40;2;147030;147169;2;3;3;5
VR;A40;2;147030;147169;3;3;4;5
BDG;A40;2;147030;147169;0;0;5;5
BAU;A40;2;147169;148000;0;0;1;5
EE;A40;2;147169;148000;1;3;2;5
VL;A40;2;147169;148000;2;3;3;5
VR;A40;2;147169;148000;3;3;4;5
BDG;A40;2;147169;148000;0;0;5;5
BAU;A40;2;148000;156019;0;0;1;5
EE;A40;2;148000;156019;1;3;2;5
VL;A40;2;148000;156019;2;3;3;5
VR;A40;2;148000;156019;3;3;4;5
BDG;A40;2;148000;156019;0;0;5;5
BAU;A40;2;156019;164800;0;0;1;5
EE;A40;2;156019;164800;1;3;2;5
VL;A40;2;156019;164800;2;3;3;5
VR;A40;2;156019;164800;3;3;4;5
BDG;A40;2;156019;164800;0;0;5;5
BAU;A40;2;164800;169320;0;0;1;5
EE;A40;2;164800;169320;1;3;2;5
VL;A40;2;164800;169320;2;3;3;5
VR;A40;2;164800;169320;3;3;4;5
BDG;A40;2;164800;169320;0;0;5;5
BAU;A40;2;169320;177739;0;0;1;4
VL;A40;2;169320;177739;1;2;2;4
VR;A40;2;169320;177739;2;2;3;4
BDG;A40;2;169320;177739;0;0;4;4
BAU;A40;2;177739;198749;0;0;1;4
VL;A40;2;177739;198749;1;2;2;4
VR;A40;2;177739;198749;2;2;3;4
BDG;A40;2;177739;198749;0;0;4;4
BAU;A40;2;198749;203971;0;0;1;4
VL;A40;2;198749;203971;1;2;2;4
VR;A40;2;198749;203971;2;2;3;4
BDG;A40;2;198749;203971;0;0;4;4
VL;A40;2;203971;204350;1;2;1;3
VR;A40;2;203971;204350;2;2;2;3
BDG;A40;2;203971;204350;0;0;3;3
BAU;A40;2;204350;207731;0;0;1;4
VL;A40;2;204350;207731;1;2;2;4
VR;A40;2;204350;207731;2;2;3;4
BDG;A40;2;204350;207731;0;0;4;4
VL;A40-A404;E1;0;259;1;1;1;1
VL;A40-A404;E3;0;757;1;1;1;1
VL;A40-A404;S2;0;329;1;1;1;1
VL;A40-A42;E2;0;679;1;1;1;1
VL;A40-A42;S1;0;1637;1;1;1;1
VL;A40-1;E2;0;481;1;1;1;1
VL;A40-1;S1;0;428;1;1;1;1
VL;A40-2;E1;0;378;1;1;1;1
VL;A6-A31;S1;0;1963;1;1;1;1
BAU;A71;1;209800;380300;0;0;1;4
VL;A71;1;209800;380300;1;2;2;4
VR;A71;1;209800;380300;2;2;3;4
BDG;A71;1;209800;380300;0;0;4;4
BAU;A71;1;381630;390201;0;0;1;4
VL;A71;1;381630;390201;1;2;2;4
VR;A71;1;381630;390201;2;2;3;4
BDG;A71;1;381630;390201;0;0;4;4
BAU;A71;2;209800;380300;0;0;1;4
VL;A71;2;209800;380300;1;2;2;4
VR;A71;2;209800;380300;2;2;3;4
BDG;A71;2;209800;380300;0;0;4;4
BAU;A71;2;381630;390234;0;0;1;4
VL;A71;2;381630;390234;1;2;2;4
VR;A71;2;381630;390234;2;2;3;4
BDG;A71;2;381630;390234;0;0;4;4
VL;A71-A710;E1;0;516;1;1;1;1
VL;A71-A710;E2;0;1194;1;1;1;1
VL;A71-A710;E4;0;1150;1;1;1;1
VL;A71-A710;S1;0;1952;1;1;1;1
VL;A71-A710;S2;0;457;1;1;1;1
VL;A71-A710;S3;0;720;1;1;1;1
VL;A71-A711;E1;0;663;1;1;1;1
VL;A71-A711;E2;0;492;1;1;1;1
VL;A71-A711;S1;0;828;1;1;1;1
VL;A71-A711;S2;0;403;1;1;1;1
VL;A71-A714;E2;0;632;1;1;1;1
VL;A71-A714;S1;0;371;1;1;1;1
VL;A71-A719;E2;0;731;1;1;1;1
VL;A71-A719;S1;0;582;1;1;1;1
VL;A71-A89;E1;0;776;1;1;1;1
VL;A71-A89;E2;0;1273;1;1;1;1
VL;A71-A89;S1;0;809;1;1;1;1
VL;A71-A89;S2;0;1378;1;1;1;1
BAU;A710W;1;10940;12460;0;0;1;4
VL;A710W;1;10940;12460;1;2;2;4
VR;A710W;1;10940;12460;2;2;3;4
BDG;A710W;1;10940;12460;0;0;4;4
BAU;A710W;2;10940;12460;0;0;1;4
VL;A710W;2;10940;12460;1;2;2;4
VR;A710W;2;10940;12460;2;2;3;4
BDG;A710W;2;10940;12460;0;0;4;4
VL;A710W-15;E2;0;258;1;1;1;1
VL;A710W-15;S1;0;212;1;1;1;1
VL;A71-11;E1;0;325;1;1;1;1
VL;A71-11;E2;0;976;1;1;1;1
VL;A71-11;S1;0;748;1;1;1;1
VL;A71-11;S2;0;800;1;1;1;1
VL;A71-12.1;E1;0;527;1;1;1;1
VL;A71-12.1;E2;0;823;1;1;1;1
VL;A71-12.1;S1;0;334;1;1;1;1
VL;A71-12.1;S2;0;934;1;1;1;1
VL;A71-13;E1;0;424;1;1;1;1
VL;A71-13;E2;0;1320;1;1;1;1
VL;A719-14;E2;0;429;1;1;1;1
VL;A719-14;S2;0;712;1;1;1;1
BAU;A77;1;800;5080;0;0;1;4
VL;A77;1;800;5080;1;2;2;4
VR;A77;1;800;5080;2;2;3;4
BDG;A77;1;800;5080;0;0;4;4
VL;A77;1;5080;67900;1;2;1;2
VR;A77;1;5080;67900;2;2;2;2
VL;A77;1;67900;100392;1;2;1;2
VR;A77;1;67900;100392;2;2;2;2
BAU;A77;2;0;5080;0;0;1;4
VL;A77;2;0;5080;1;2;2;4
VR;A77;2;0;5080;2;2;3;4
BDG;A77;2;0;5080;0;0;4;4
VL;A77;2;5080;67900;1;2;1;2
VR;A77;2;5080;67900;2;2;2;2
VL;A77;2;67900;100694;1;2;1;2
VR;A77;2;67900;100694;2;2;2;2
VL;A77-17;E1;0;312;1;1;1;1
VL;A77-17;E2;0;629;1;1;1;1
VL;A77-17;S1;0;749;1;1;1;1
VL;A77-17;S2;0;408;1;1;1;1
VL;A77-18;E1;0;1175;1;1;1;1
VL;A77-18;E2;0;413;1;1;1;1
VL;A77-18;S1;0;575;1;1;1;1
VL;A77-18;S2;0;760;1;1;1;1
VL;A77-18.1;E2;0;616;1;1;1;1
VL;A77-18.1;S1;0;1063;1;1;1;1
VL;A77-19;E1;0;278;1;1;1;1
VL;A77-19;E2;0;349;1;1;1;1
VL;A77-19;S1;0;348;1;1;1;1
VL;A77-19;S2;0;303;1;1;1;1
VL;A77-20;E1;0;249;1;1;1;1
VL;A77-20;E2;0;928;1;1;1;1
VL;A77-20;S1;0;305;1;1;1;1
VL;A77-20;S2;0;952;1;1;1;1
VL;A404-11;S1;0;259;1;1;1;1
VL;A404-11;S2;0;344;1;1;1;1
VL;A404-12;E2;0;392;1;1;1;1
VL;A404-12;S1;0;328;1;1;1;1
VL;A404-9;E1;0;581;1;1;1;1
VL;A404-9;E2;0;399;1;1;1;1
VL;A404-9;S1;0;491;1;1;1;1
VL;A404-9;S2;0;603;1;1;1;1
VL;A40-5;E1;0;890;1;1;1;1
VL;A40-5;E2;0;464;1;1;1;1
VL;A40-5;S1;0;1081;1;1;1;1
VL;A40-5;S2;0;564;1;1;1;1
VL;A40-6;E1;0;820;1;1;1;1
VL;A40-6;E2;0;792;1;1;1;1
VL;A40-6;S1;0;1049;1;1;1;1
VL;A40-6;S2;0;479;1;1;1;1
BAU;A406;1;121;10385;0;0;1;4
VL;A406;1;121;10385;1;2;2;4
VR;A406;1;121;10385;2;2;3;4
BDG;A406;1;121;10385;0;0;4;4
BAU;A406;2;121;9431;0;0;1;4
VL;A406;2;121;9431;1;2;2;4
VR;A406;2;121;9431;2;2;3;4
BDG;A406;2;121;9431;0;0;4;4
VL;A406-1;E2;0;911;1;1;1;1
VL;A406-1;S1;0;1002;1;1;1;1
VL;A406-2;E1;0;438;1;1;1;1
VL;A406-2;S2;0;820;1;1;1;1
VL;A40-7;E1;0;846;1;1;1;1
VL;A40-7;E2;0;806;1;1;1;1
VL;A40-7;S1;0;1231;1;1;1;1
VL;A40-7;S2;0;550;1;1;1;1
VL;A40-8;E1;0;516;1;1;1;1
VL;A40-8;E2;0;952;1;1;1;1
VL;A40-8;S1;0;1400;1;1;1;1
VL;A40-8;S2;0;409;1;1;1;1
VL;A40-9;E1;0;1037;1;1;1;1
VL;A40-9;E2;0;1310;1;1;1;1
VL;A40-9;S1;0;556;1;1;1;1
VL;A40-9;S2;0;668;1;1;1;1
BAU;A42;1;4350;4610;0;0;1;5
VL;A42;1;4350;4610;1;3;2;5
VM1;A42;1;4350;4610;2;3;3;5
VR;A42;1;4350;4610;3;3;4;5
BDG;A42;1;4350;4610;0;0;5;5
BAU;A42;1;4610;4613;0;0;1;5
VL;A42;1;4610;4613;1;3;2;5
VM1;A42;1;4610;4613;2;3;3;5
VR;A42;1;4610;4613;3;3;4;5
BDG;A42;1;4610;4613;0;0;5;5
BAU;A42;1;4613;7950;0;0;1;5
VL;A42;1;4613;7950;1;3;2;5
VM1;A42;1;4613;7950;2;3;3;5
VR;A42;1;4613;7950;3;3;4;5
BDG;A42;1;4613;7950;0;0;5;5
BAU;A42;1;7950;8400;0;0;1;5
VL;A42;1;7950;8400;1;3;2;5
VM1;A42;1;7950;8400;2;3;3;5
VR;A42;1;7950;8400;3;3;4;5
BDG;A42;1;7950;8400;0;0;5;5
BAU;A42;1;8400;8600;0;0;1;5
VL;A42;1;8400;8600;1;3;2;5
VM1;A42;1;8400;8600;2;3;3;5
VR;A42;1;8400;8600;3;3;4;5
BDG;A42;1;8400;8600;0;0;5;5
BAU;A42;1;8600;9300;0;0;1;5
VL;A42;1;8600;9300;1;3;2;5
VM1;A42;1;8600;9300;2;3;3;5
VR;A42;1;8600;9300;3;3;4;5
BDG;A42;1;8600;9300;0;0;5;5
VL;A42;1;9300;10050;1;1;1;1
VL;A42;1;10050;10100;1;2;1;2
EI;A42;1;10050;10100;2;2;2;2
BAU;A42;1;10100;25000;0;0;1;5
VL;A42;1;10100;25000;1;3;2;5
VR;A42;1;10100;25000;2;3;3;5
EI;A42;1;10100;25000;3;3;4;5
BDG;A42;1;10100;25000;0;0;5;5
BAU;A42;1;25000;26410;0;0;1;5
VL;A42;1;25000;26410;1;3;2;5
VR;A42;1;25000;26410;2;3;3;5
EI;A42;1;25000;26410;3;3;4;5
BDG;A42;1;25000;26410;0;0;5;5
BAU;A42;1;26410;33450;0;0;1;4
VL;A42;1;26410;33450;1;2;2;4
VR;A42;1;26410;33450;2;2;3;4
BDG;A42;1;26410;33450;0;0;4;4
BAU;A42;1;33450;52895;0;0;1;4
VL;A42;1;33450;52895;1;2;2;4
VR;A42;1;33450;52895;2;2;3;4
BDG;A42;1;33450;52895;0;0;4;4
BAU;A42;2;4353;4610;0;0;1;5
VL;A42;2;4353;4610;1;3;2;5
VM1;A42;2;4353;4610;2;3;3;5
VR;A42;2;4353;4610;3;3;4;5
BDG;A42;2;4353;4610;0;0;5;5
BAU;A42;2;4610;4613;0;0;1;5
VL;A42;2;4610;4613;1;3;2;5
VM1;A42;2;4610;4613;2;3;3;5
VR;A42;2;4610;4613;3;3;4;5
BDG;A42;2;4610;4613;0;0;5;5
BAU;A42;2;4613;7950;0;0;1;5
VL;A42;2;4613;7950;1;3;2;5
VM1;A42;2;4613;7950;2;3;3;5
VR;A42;2;4613;7950;3;3;4;5
BDG;A42;2;4613;7950;0;0;5;5
BAU;A42;2;7950;8400;0;0;1;5
VL;A42;2;7950;8400;1;3;2;5
VM1;A42;2;7950;8400;2;3;3;5
VR;A42;2;7950;8400;3;3;4;5
BDG;A42;2;7950;8400;0;0;5;5
BAU;A42;2;8400;8600;0;0;1;5
VL;A42;2;8400;8600;1;3;2;5
VM1;A42;2;8400;8600;2;3;3;5
VR;A42;2;8400;8600;3;3;4;5
BDG;A42;2;8400;8600;0;0;5;5
BAU;A42;2;8600;9300;0;0;1;5
VL;A42;2;8600;9300;1;3;2;5
VM1;A42;2;8600;9300;2;3;3;5
VR;A42;2;8600;9300;3;3;4;5
BDG;A42;2;8600;9300;0;0;5;5
VL;A42;2;9300;10050;1;1;1;1
VL;A42;2;10050;10100;1;2;1;2
EI;A42;2;10050;10100;2;2;2;2
BAU;A42;2;10100;25000;0;0;1;5
VL;A42;2;10100;25000;1;3;2;5
VR;A42;2;10100;25000;2;3;3;5
EI;A42;2;10100;25000;3;3;4;5
BDG;A42;2;10100;25000;0;0;5;5
BAU;A42;2;25000;26410;0;0;1;5
VL;A42;2;25000;26410;1;3;2;5
VR;A42;2;25000;26410;2;3;3;5
EI;A42;2;25000;26410;3;3;4;5
BDG;A42;2;25000;26410;0;0;5;5
BAU;A42;2;26410;33450;0;0;1;4
VL;A42;2;26410;33450;1;2;2;4
VR;A42;2;26410;33450;2;2;3;4
BDG;A42;2;26410;33450;0;0;4;4
BAU;A42;2;33450;53395;0;0;1;4
VL;A42;2;33450;53395;1;2;2;4
VR;A42;2;33450;53395;2;2;3;4
BDG;A42;2;33450;53395;0;0;4;4
VL;A42-A432;E1;0;1037;1;1;1;1
VL;A42-A432;E2;0;1342;1;1;1;1
VL;A42-A432;E3;0;1921;1;1;1;1
VL;A42-A432;S1;0;1266;1;1;1;1
VL;A42-A432;S2;0;1690;1;1;1;1
VL;A42-A432;S4;0;740;1;1;1;1
VL;A42-A46;E1;0;863;1;1;1;1
VL;A42-A46;S2;0;588;1;1;1;1
VL;A42-4;E1;0;383;1;1;1;1
VL;A42-4;E2;0;371;1;1;1;1
VL;A42-4;S1;0;343;1;1;1;1
VL;A42-4;S2;0;487;1;1;1;1
VL;A42-5;E1;0;1001;1;1;1;1
VL;A42-5;E2;0;520;1;1;1;1
VL;A42-5;S1;0;983;1;1;1;1
VL;A42-5;S2;0;366;1;1;1;1
VL;A42-5.1;E1;0;495;1;1;1;1
VL;A42-5.1;E2;0;494;1;1;1;1
VL;A42-5.1;S1;0;1096;1;1;1;1
VL;A42-5.1;S2;0;389;1;1;1;1
VL;A42-6;E1;0;595;1;1;1;1
VL;A42-6;E2;0;578;1;1;1;1
VL;A42-6;S1;0;847;1;1;1;1
VL;A42-6;S2;0;845;1;1;1;1
VL;A42-7;E1;0;604;1;1;1;1
VL;A42-7;E2;0;786;1;1;1;1
VL;A42-7;S1;0;906;1;1;1;1
VL;A42-7;S2;0;754;1;1;1;1
VL;A42-8;E1;0;674;1;1;1;1
VL;A42-8;E2;0;693;1;1;1;1
VL;A42-8;S1;0;482;1;1;1;1
VL;A42-8;S2;0;845;1;1;1;1
VL;A42-9;E1;0;609;1;1;1;1
VL;A42-9;E2;0;604;1;1;1;1
VL;A42-9;S1;0;524;1;1;1;1
VL;A42-9;S2;0;943;1;1;1;1
BAU;A432;1;0;8710;0;0;1;4
VL;A432;1;0;8710;1;2;2;4
VR;A432;1;0;8710;2;2;3;4
BDG;A432;1;0;8710;0;0;4;4
BAU;A432;1;8710;11655;0;0;1;5
VS;A432;1;8710;11655;1;3;2;5
VL;A432;1;8710;11655;2;3;3;5
VR;A432;1;8710;11655;3;3;4;5
BDG;A432;1;8710;11655;0;0;5;5
BAU;A432;1;11655;11810;0;0;1;5
VS;A432;1;11655;11810;1;3;2;5
VL;A432;1;11655;11810;2;3;3;5
VR;A432;1;11655;11810;3;3;4;5
BDG;A432;1;11655;11810;0;0;5;5
BAU;A432;1;11810;12290;0;0;1;4
VL;A432;1;11810;12290;1;2;2;4
VR;A432;1;11810;12290;2;2;3;4
BDG;A432;1;11810;12290;0;0;4;4
BAU;A432;1;12650;19920;0;0;1;4
VL;A432;1;12650;19920;1;2;2;4
VR;A432;1;12650;19920;2;2;3;4
BDG;A432;1;12650;19920;0;0;4;4
BAU;A432;1;19920;31400;0;0;1;4
VL;A432;1;19920;31400;1;2;2;4
VR;A432;1;19920;31400;2;2;3;4
BDG;A432;1;19920;31400;0;0;4;4
BAU;A432;2;0;7990;0;0;1;4
VL;A432;2;0;7990;1;2;2;4
VR;A432;2;0;7990;2;2;3;4
BDG;A432;2;0;7990;0;0;4;4
VL;A36-11;S1;0;389;1;1;1;1
VL;A36-11;S2;0;200;1;1;1;1
VL;A36-12;E1;0;230;1;1;1;1
VL;A36-12;E2;0;386;1;1;1;1
VL;A36-12;S1;0;310;1;1;1;1
VL;A36-12;S2;0;542;1;1;1;1
VL;A36-12;S4;0;455;1;1;1;1
VL;A36-13;E1;0;346;1;1;1;1
VL;A36-13;E2;0;331;1;1;1;1
VL;A36-13;S1;0;475;1;1;1;1
VL;A36-13;S2;0;239;1;1;1;1
VL;A36-14;E1;0;354;1;1;1;1
VL;A36-14;E2;0;355;1;1;1;1
VL;A36-14;E3;0;412;1;1;1;1
VL;A36-14;E4;0;543;1;1;1;1
VL;A36-14;S1;0;456;1;1;1;1
VL;A36-14;S2;0;378;1;1;1;1
BAU;A432;2;7990;11154;0;0;1;5
VS;A432;2;7990;11154;1;3;2;5
VL;A432;2;7990;11154;2;3;3;5
VR;A432;2;7990;11154;3;3;4;5
BDG;A432;2;7990;11154;0;0;5;5
BAU;A432;2;11154;11655;0;0;1;4
VL;A432;2;11154;11655;1;2;2;4
VR;A432;2;11154;11655;2;2;3;4
BDG;A432;2;11154;11655;0;0;4;4
BAU;A432;2;11660;12290;0;0;1;4
VL;A432;2;11660;12290;1;2;2;4
VR;A432;2;11660;12290;2;2;3;4
BDG;A432;2;11660;12290;0;0;4;4
BAU;A432;2;12650;16925;0;0;1;4
VL;A432;2;12650;16925;1;2;2;4
VR;A432;2;12650;16925;2;2;3;4
BDG;A432;2;12650;16925;0;0;4;4
BAU;A432;2;16925;19920;0;0;1;4
VL;A432;2;16925;19920;1;2;2;4
VR;A432;2;16925;19920;2;2;3;4
BDG;A432;2;16925;19920;0;0;4;4
BAU;A432;2;19920;31400;0;0;1;4
VL;A432;2;19920;31400;1;2;2;4
VR;A432;2;19920;31400;2;2;3;4
BDG;A432;2;19920;31400;0;0;4;4
VL;A432-3;E1;0;329;1;1;1;1
VL;A432-3;E2;0;243;1;1;1;1
VL;A432-3;S1;0;563;1;1;1;1
VL;A432-3;S2;0;448;1;1;1;1
VL;A432-4;E2;0;337;1;1;1;1
VL;A432-4;S1;0;584;1;1;1;1
BAU;A46;1;0;8850;0;0;1;4
VL;A46;1;0;8850;1;2;2;4
VR;A46;1;0;8850;2;2;3;4
BDG;A46;1;0;8850;0;0;4;4
BAU;A46;1;8850;10240;0;0;1;5
EE;A46;1;8850;10240;1;3;2;5
VL;A46;1;8850;10240;2;3;3;5
VR;A46;1;8850;10240;3;3;4;5
BDG;A46;1;8850;10240;0;0;5;5
BAU;A46;1;10240;12300;0;0;1;5
VS;A46;1;10240;12300;1;3;2;5
VL;A46;1;10240;12300;2;3;3;5
VR;A46;1;10240;12300;3;3;4;5
BDG;A46;1;10240;12300;0;0;5;5
BAU;A46;1;12300;12780;0;0;1;5
EE;A46;1;12300;12780;1;3;2;5
VL;A46;1;12300;12780;2;3;3;5
VR;A46;1;12300;12780;3;3;4;5
BDG;A46;1;12300;12780;0;0;5;5
BAU;A46;1;12780;13300;0;0;1;5
EE;A46;1;12780;13300;1;3;2;5
VL;A46;1;12780;13300;2;3;3;5
VR;A46;1;12780;13300;3;3;4;5
BDG;A46;1;12780;13300;0;0;5;5
BAU;A46;1;13300;17800;0;0;1;5
EE;A46;1;13300;17800;1;3;2;5
VL;A46;1;13300;17800;2;3;3;5
VR;A46;1;13300;17800;3;3;4;5
BDG;A46;1;13300;17800;0;0;5;5
BAU;A46;1;17800;23660;0;0;1;4
VL;A46;1;17800;23660;1;2;2;4
VR;A46;1;17800;23660;2;2;3;4
BDG;A46;1;17800;23660;0;0;4;4
BAU;A46;1;23660;25768;0;0;1;5
VL;A46;1;23660;25768;1;3;2;5
VM1;A46;1;23660;25768;2;3;3;5
VR;A46;1;23660;25768;3;3;4;5
BDG;A46;1;23660;25768;0;0;5;5
BAU;A46;2;0;8850;0;0;1;4
VL;A46;2;0;8850;1;2;2;4
VR;A46;2;0;8850;2;2;3;4
BDG;A46;2;0;8850;0;0;4;4
BAU;A46;2;8850;17100;0;0;1;5
EE;A46;2;8850;17100;1;3;2;5
VL;A46;2;8850;17100;2;3;3;5
VR;A46;2;8850;17100;3;3;4;5
BDG;A46;2;8850;17100;0;0;5;5
BAU;A46;2;17100;22475;0;0;1;4
VL;A46;2;17100;22475;1;2;2;4
VR;A46;2;17100;22475;2;2;3;4
BDG;A46;2;17100;22475;0;0;4;4
BAU;A46;2;22475;22696;0;0;1;5
VL;A46;2;22475;22696;1;3;2;5
VM1;A46;2;22475;22696;2;3;3;5
VR;A46;2;22475;22696;3;3;4;5
BDG;A46;2;22475;22696;0;0;5;5
VL;A46;2;22696;23660;1;3;1;4
